"Electric Sales and Revenue 2001
* This report has been discontinued; summary 2001 data will be available in the new Electric Power Annual in January 2003; detailed data will be available on the Internet.
Executive Summary
Year in Review, 2001
In 2001, full-service sales of electricity to ""bundled"" ultimate consumers decreased to 3,225 billion kilowatthours. The steep decline is partly due to a decrease in industrial consumption related to the slowdown in the economy in 2001 as well as the transfer of substantial numbers of California customers and related energy consumption (58.9 million megawatthours) to unbundled energy service provided by the California Department of Water Resources (CDWR) during California’s energy crisis.1 Unbundled sales in deregulated markets, including sales by the CDWR, increased to 145 billion kilowatthours and were approximately 4.3 percent of total sales.2 Total revenue from sales to bundled consumers increased by 4 percent from $224 billion to $233 billion. Total revenue in 2000 from both bundled and unbundled consumers was $247 billion.
Average revenue per kilowatthour continued to increase for all sectors in 2001, after steady declines during most of the 1990s. For the residential sector, average revenue per kilowatthour increased by 4.3 percent to 8.56 cents for bundled consumers and 8.62 cents for both bundled and unbundled combined.3 Similar increases in average revenue per kilowatthour were experienced by the other consumer sectors as well.
Endnotes
1   Effective  January  17,  2001,  the  California  State  legislature  authorized  the  California  Department  of  Water Resources (CDWR) to purchase wholesale power for California retail consumers. This action was a result of the very
high wholesale power prices and power shortages experienced in California in 2000 and 2001, and associated financial problems encountered by the State’s large investor-owned utilities. Data for 2001 related to the CDWR’s intervention",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"into the California electricity crisis are considered by the EIA to be unbundled retail energy sales by the CDWR with the  major  investor-owned  utilities  providing  delivery  services  only  to  affected  consumers.  Therefore,  these  data  are carried in Tables C1 through C4, and in File3 in the database file. The EIA’s representation of these data as retail sales by the CDWR was agreed to by the CDWR and the major California investor-owned utilities. However, users of the data should be aware that substantial definitional differences exist with regard to the type of transaction (wholesale or retail) between the CDWR, the State’s investor-owned utilities, and the California ratepayers.
2 Sales to ultimate consumers in deregulated markets, including revenue received by distribution utilities for delivery services  in  those  markets,  are  shown  in  Appendix  C  for  “Electric  Sales  and  Revenue  2000”  and  in  the  spreadsheet Tables C1 through C5 for 2001.
3  Combining  unbundled  residential  consumers  with  bundled  residential  consumers  further  increases  the  average revenue per kilowatthour because States that have deregulated their markets have done so precisely because they had higher than average costs of electric power (i.e., California, Pennsylvania, New York).",,,,,,,,,,,,,,,,,,,,,,
"Source: Energy Information Administration, Form EIA-861, ""Annual Electric Power Industry Report.""",,,,,,,,,,,,,,,,,,,,,,
"U.S. Electric Power Industry Residential Average Revenue per Kilowatthour by State, 2001
Source: Energy Information, Form EIA-861, ""Annual Electric Power Industry Report.""""",,,,,,,,,,,,,,,,,,,,,,
"U.S. Electric Power Industry Commercial Average Revenue per Kilowatthour by State, 2001
Source: Energy Information Administration, Form EIA-861, ""Annual Electric Power Industry Report.""",,,,,,,,,,,,,,,,,,,,,,
"U.S. Electric Power Industry Industrial Average Revenue per Kilowatthour by State, 2001",,,,,,,,,,,,,,,,,,,,,,
"CONTACTS
?    Specific information on data in this report should directed to:
Rodney C. Dunn (202/287-1676) E-Mail: rodney.dunn@eia.doe.gov",,,,,,,,,,,,,,,,,,,,,,
"?    Questions and comments should be directed to:
Linda Bromley (202/287-1748) E-mail: lbromley@eia.doe.gov",,,,,,,,,,,,,,,,,,,,,,
"Table 1. U.S. Average Monthly Bill By Sector, Census Division and State, 2001 RESIDENTIAL",,,,,,,,,,,,,,,,,,,,,,
"Census Division
State",,"Number of
Consumers","Average Monthly
Consumption (kWh)",,"Average Revenue
(Cents per Kilowatthour)",,,,,,"Average Monthly Bill
(Dollar and cents)",,,,,,,,,,,
New England,,"5,822,935",618,,11.94,,,,,,73.78,,,,,,,,,,,
Connecticut,,"1,395,720",714,,10.91,,,,,,77.94,,,,,,,,,,,
Maine,,"657,079",601,,11.65,,,,,,70.01,,,,,,,,,,,
Massachusetts,,"2,520,474",594,,12.48,,,,,,74.15,,,,,,,,,,,
New Hampshire,,"546,402",578,,12.49,,,,,,72.20,,,,,,,,,,,
Rhode Island,,"417,355",539,,12.13,,,,,,65.36,,,,,,,,,,,
Vermont,,"285,905",586,,12.67,,,,,,74.20,,,,,,,,,,,
Middle Atlantic,,"15,045,495",641,,11.45,,,,,,73.40,,,,,,,,,,,
New Jersey,,"3,204,881",661,,10.24,,,,,,67.68,,,,,,,,,,,
New York,,"6,742,859",544,,14.06,,,,,,76.56,,,,,,,,,,,
Pennsylvania,,"5,097,755",757,,9.62,,,,,,72.81,,,,,,,,,,,
East North Central,,"18,705,754",763,,8.13,,,,,,62.03,,,,,,,,,,,
Illinois,,"4,801,256",726,,8.71,,,,,,63.26,,,,,,,,,,,
Indiana,,"2,574,672",952,,6.92,,,,,,65.94,,,,,,,,,,,
Michigan,,"4,147,897",649,,8.26,,,,,,53.58,,,,,,,,,,,
Ohio,,"4,817,008",819,,8.37,,,,,,68.55,,,,,,,,,,,
Wisconsin,,"2,364,921",719,,7.90,,,,,,56.80,,,,,,,,,,,
West North Central,,"8,287,837",903,,7.37,,,,,,66.49,,,,,,,,,,,
Iowa,,"1,249,933",829,,8.41,,,,,,69.68,,,,,,,,,,,
Kansas,,"1,144,180",879,,7.66,,,,,,67.34,,,,,,,,,,,
Minnesota,,"2,078,775",778,,7.61,,,,,,59.19,,,,,,,,,,,
Missouri,,"2,463,550","1,020",,7.00,,,,,,71.48,,,,,,,,,,,
Nebraska,,"732,255",983,,6.50,,,,,,63.94,,,,,,,,,,,
North Dakota,,"291,483",995,,6.47,,,,,,64.41,,,,,,,,,,,
South Dakota,,"327,661",911,,7.42,,,,,,67.55,,,,,,,,,,,
South Atlantic,,"22,473,797","1,088",,8.05,,,,,,87.60,,,,,,,,,,,
Delaware,,"342,747",908,,8.61,,,,,,78.13,,,,,,,,,,,
District of Columbia,,"194,925",717,,7.83,,,,,,56.13,,,,,,,,,,,
Florida,,"7,343,128","1,150",,8.59,,,,,,98.88,,,,,,,,,,,
Georgia,,"3,490,148","1,060",,7.72,,,,,,81.84,,,,,,,,,,,
Maryland,,"2,016,667",992,,7.70,,,,,,76.44,,,,,,,,,,,
North Carolina,,"3,652,769","1,054",,8.12,,,,,,85.55,,,,,,,,,,,
South Carolina,,"1,791,811","1,157",,7.69,,,,,,88.93,,,,,,,,,,,
Virginia,,"2,816,818","1,102",,7.80,,,,,,85.93,,,,,,,,,,,
West Virginia,,"824,784",993,,6.26,,,,,,62.19,,,,,,,,,,,
East South Central,,"7,356,975","1,193",,6.51,,,,,,77.60,,,,,,,,,,,
Alabama,,"1,946,833","1,190",,7.01,,,,,,83.47,,,,,,,,,,,
Kentucky,,"1,791,468","1,102",,5.58,,,,,,61.56,,,,,,,,,,,
Mississippi,,"1,185,264","1,185",,7.37,,,,,,87.38,,,,,,,,,,,
Tennessee,,"2,433,410","1,265",,6.32,,,,,,79.95,,,,,,,,,,,
West South Central,,"12,883,403","1,151",,8.45,,,,,,97.33,,,,,,,,,,,
Arkansas,,"1,189,161","1,058",,7.72,,,,,,81.67,,,,,,,,,,,
Louisiana,,"1,824,750","1,178",,7.92,,,,,,93.32,,,,,,,,,,,
Oklahoma,,"1,524,652","1,082",,7.27,,,,,,78.63,,,,,,,,,,,
Texas,,"8,344,840","1,172",,8.86,,,,,,103.85,,,,,,,,,,,
Mountain,,"7,368,280",847,,7.80,,,,,,66.05,,,,,,,,,,,
Arizona,,"2,032,358","1,074",,8.30,,,,,,89.16,,,,,,,,,,,
Colorado,,"1,824,528",661,,7.47,,,,,,49.34,,,,,,,,,,,
Idaho,,"543,244","1,059",,6.01,,,,,,63.62,,,,,,,,,,,
Montana,,"410,997",788,,6.88,,,,,,54.18,,,,,,,,,,,
Nevada,,"828,100",967,,9.08,,,,,,87.74,,,,,,,,,,,
New Mexico,,"732,626",569,,8.74,,,,,,49.69,,,,,,,,,,,
Utah,,"771,928",723,,6.72,,,,,,48.55,,,,,,,,,,,
Wyoming,,"224,499",796,,6.77,,,,,,53.93,,,,,,,,,,,
Pacific Contiguous,,"15,763,570",668,,10.03,,,,,,67.02,,,,,,,,,,,
California,,"11,841,144",544,,12.65,,,,,,68.80,,,,,,,,,,,
Oregon,,"1,454,426","1,003",,6.29,,,,,,63.03,,,,,,,,,,,
Washington,,"2,468,000","1,067",,5.70,,,,,,60.83,,,,,,,,,,,
Pacific Noncontiguous,,"609,661",642,,14.64,,,,,,93.90,,,,,,,,,,,
Alaska,,"234,646",672,,12.12,,,,,,81.39,,,,,,,,,,,
Hawaii,,"375,015",623,,,,,16.34,,,101.73,,,,,,,,,,,
U.S. Total,,"114,317,707",877,,,,,8.62,,,75.57,,,,,,,,,,,
"Table 1. U.S. Average Monthly Bill By Sector, Census Division and State, 2001",,,,,,,,,,,,,,,,,,,,,,
COMMERCIAL,,,,,,,,,,,,,,,,,,,,,,
"Census Division
State",,"Number of
Consumers","Average Monthly
Consumption (kWh)",,"Average Revenue
(Cents per Kilowatthour)",,,,,,"Average Monthly Bill
(Dollar and cents)",,,,,,,,,,,
New England,,"714,049","6,010",,10.57,,,,,,635.23,,,,,,,,,,,
Connecticut,,"134,542","7,706",,9.26,,,,,,713.28,,,,,,,,,,,
Maine,,"74,250","5,024",,10.75,,,,,,540.08,,,,,,,,,,,
Massachusetts,,"328,099","6,345",,11.24,,,,,,712.96,,,,,,,,,,,
New Hampshire,,"86,516","3,768",,10.53,,,,,,396.76,,,,,,,,,,,
Rhode Island,,"48,207","6,446",,10.03,,,,,,646.54,,,,,,,,,,,
Vermont,,"42,435","3,844",,11.10,,,,,,426.63,,,,,,,,,,,
Middle Atlantic,,"2,127,033","5,384",,10.43,,,,,,561.76,,,,,,,,,,,
New Jersey,,"418,567","6,778",,9.19,,,,,,623.23,,,,,,,,,,,
New York,,"905,192","5,471",,12.98,,,,,,709.95,,,,,,,,,,,
Pennsylvania,,"803,274","4,560",,7.96,,,,,,362.74,,,,,,,,,,,
East North Central,,"2,110,172","6,416",,7.20,,,,,,462.02,,,,,,,,,,,
Illinois,,"501,175","7,289",,7.29,,,,,,531.07,,,,,,,,,,,
Indiana,,"296,676","7,177",,5.29,,,,,,379.40,,,,,,,,,,,
Michigan,,"466,654","6,230",,7.54,,,,,,469.94,,,,,,,,,,,
Ohio,,"561,554","5,863",,8.45,,,,,,495.34,,,,,,,,,,,
Wisconsin,,"284,113","5,478",,6.34,,,,,,347.58,,,,,,,,,,,
West North Central,,"1,139,609","5,875",,6.05,,,,,,355.39,,,,,,,,,,,
Iowa,,"173,308","4,093",,6.69,,,,,,273.90,,,,,,,,,,,
Kansas,,"190,752","5,586",,6.20,,,,,,346.30,,,,,,,,,,,
Minnesota,,"231,313","7,133",,6.03,,,,,,429.93,,,,,,,,,,,
Missouri,,"322,570","6,724",,5.89,,,,,,396.12,,,,,,,,,,,
Nebraska,,"122,346","4,926",,5.48,,,,,,269.96,,,,,,,,,,,
North Dakota,,"47,468","5,391",,5.99,,,,,,322.69,,,,,,,,,,,
South Dakota,,"51,852","4,685",,6.55,,,,,,306.73,,,,,,,,,,,
South Atlantic,,"2,842,220","7,012",,6.62,,,,,,463.99,,,,,,,,,,,
Delaware,,"40,267","7,518",,6.98,,,,,,524.66,,,,,,,,,,,
District of Columbia,,"27,307","22,288",,7.96,,,,,,"1,774.95",,,,,,,,,,,
Florida,,"908,971","6,780",,7.08,,,,,,480.26,,,,,,,,,,,
Georgia,,"427,323","7,379",,6.61,,,,,,488.04,,,,,,,,,,,
Maryland,,"220,320","9,600",,6.42,,,,,,616.13,,,,,,,,,,,
North Carolina,,"528,310","5,954",,6.42,,,,,,382.24,,,,,,,,,,,
South Carolina,,"255,700","5,698",,6.45,,,,,,367.33,,,,,,,,,,,
Virginia,,"313,888","7,711",,5.85,,,,,,451.43,,,,,,,,,,,
West Virginia,,"120,134","4,707",,5.44,,,,,,255.95,,,,,,,,,,,
East South Central,,"1,135,507","5,177",,6.25,,,,,,323.29,,,,,,,,,,,
Alabama,,"318,692","4,934",,6.53,,,,,,322.41,,,,,,,,,,,
Kentucky,,"240,678","4,964",,5.20,,,,,,258.20,,,,,,,,,,,
Mississippi,,"188,617","5,018",,6.94,,,,,,348.07,,,,,,,,,,,
Tennessee,,"387,520","5,585",,6.31,,,,,,352.38,,,,,,,,,,,
West South Central,,"1,722,873","6,223",,7.44,,,,,,463.24,,,,,,,,,,,
Arkansas,,"148,144","5,149",,6.19,,,,,,318.73,,,,,,,,,,,
Louisiana,,"222,671","6,632",,7.58,,,,,,502.53,,,,,,,,,,,
Oklahoma,,"207,143","5,452",,6.35,,,,,,346.27,,,,,,,,,,,
Texas,,"1,144,915","6,422",,7.72,,,,,,495.46,,,,,,,,,,,
Mountain,,"1,001,310","6,229",,6.54,,,,,,407.17,,,,,,,,,,,
Arizona,,"218,170","8,423",,7.36,,,,,,620.27,,,,,,,,,,,
Colorado,,"246,447","6,049",,5.67,,,,,,342.72,,,,,,,,,,,
Idaho,,"95,318","5,721",,5.13,,,,,,293.50,,,,,,,,,,,
Montana,,"77,615","3,914",,6.11,,,,,,238.95,,,,,,,,,,,
Nevada,,"115,820","4,816",,8.45,,,,,,406.74,,,,,,,,,,,
New Mexico,,"110,147","5,178",,7.50,,,,,,388.19,,,,,,,,,,,
Utah,,"87,659","7,854",,5.58,,,,,,437.90,,,,,,,,,,,
Wyoming,,"50,134","4,846",,5.41,,,,,,262.16,,,,,,,,,,,
Pacific Contiguous,,"2,054,036","5,633",,10.53,,,,,,593.01,,,,,,,,,,,
California,,"1,559,258","5,354",,12.49,,,,,,668.61,,,,,,,,,,,
Oregon,,"210,665","5,861",,5.45,,,,,,319.52,,,,,,,,,,,
Washington,,"284,113","6,993",,5.45,,,,,,380.84,,,,,,,,,,,
Pacific Noncontiguous,,"93,086","4,827",,,,,12.91,,,623.17,,,,,,,,,,,
Alaska,,"38,282","4,925",,,,,10.28,,,506.13,,,,,,,,,,,
Hawaii,,"54,804","4,758",,,,,14.81,,,704.93,,,,,,,,,,,
U.S. Total,,"14,939,895","6,075",,,,,7.93,,,481.67,,,,,,,,,,,
"Table 1. U.S. Average Monthly Bill By Sector, Census Division and State, 2001",,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAL,,,,,,,,,,,,,,,,,,,,,,
"Census Division
State",,"Number of
Consumers","Average Monthly
Consumption (kWh)",,"Average Revenue
(Cents per Kilowatthour)",,,,,,"Average Monthly Bill
(Dollar and cents)",,,,,,,,,,,
New England,,"24,104","78,210",,9.05,,,,,,"7,075.78",,,,,,,,,,,
Connecticut,,"5,882","78,945",,7.62,,,,,,"6,018.77",,,,,,,,,,,
Maine,,937,"231,524",,8.62,,,,,,"19,964.25",,,,,,,,,,,
Massachusetts,,"11,162","67,428",,10.13,,,,,,"6,827.84",,,,,,,,,,,
New Hampshire,,"3,291","62,862",,9.11,,,,,,"5,728.00",,,,,,,,,,,
Rhode Island,,"2,420","45,598",,9.79,,,,,,"4,465.74",,,,,,,,,,,
Vermont,,412,"325,329",,7.89,,,,,,"25,668.69",,,,,,,,,,,
Middle Atlantic,,"56,627","122,748",,6.13,,,,,,"7,527.84",,,,,,,,,,,
New Jersey,,"13,170","78,242",,8.27,,,,,,"6,470.59",,,,,,,,,,,
New York,,"9,983","206,096",,5.51,,,,,,"11,364.15",,,,,,,,,,,
Pennsylvania,,"33,474","115,401",,5.89,,,,,,"6,799.70",,,,,,,,,,,
East North Central,,"71,543","236,485",,4.52,,,,,,"10,679.78",,,,,,,,,,,
Illinois,,"5,132","616,193",,4.92,,,,,,"30,310.03",,,,,,,,,,,
Indiana,,"17,951","195,345",,4.11,,,,,,"8,019.85",,,,,,,,,,,
Michigan,,"13,653","206,681",,5.09,,,,,,"10,515.00",,,,,,,,,,,
Ohio,,"29,387","180,924",,4.30,,,,,,"7,786.23",,,,,,,,,,,
Wisconsin,,"5,420","389,538",,4.37,,,,,,"17,006.09",,,,,,,,,,,
West North Central,,"46,108","135,076",,4.33,,,,,,"5,845.59",,,,,,,,,,,
Iowa,,"4,008","337,621",,4.18,,,,,,"14,122.44",,,,,,,,,,,
Kansas,,"14,497","60,755",,4.55,,,,,,"2,763.31",,,,,,,,,,,
Minnesota,,"5,138","330,353",,4.52,,,,,,"14,920.30",,,,,,,,,,,
Missouri,,"9,382","140,470",,4.39,,,,,,"6,171.32",,,,,,,,,,,
Nebraska,,"10,037","60,838",,3.76,,,,,,"2,289.99",,,,,,,,,,,
North Dakota,,"1,457","157,472",,3.98,,,,,,"6,268.87",,,,,,,,,,,
South Dakota,,"1,589","87,377",,4.46,,,,,,"3,894.17",,,,,,,,,,,
South Atlantic,,"79,214","167,717",,4.38,,,,,,"7,349.08",,,,,,,,,,,
Delaware,,551,"489,419",,5.08,,,,,,"24,860.56",,,,,,,,,,,
District of Columbia,,1,"23,310,833",,4.81,,,,,,"1,121,083.33",,,,,,,,,,,
Florida,,"22,994","68,163",,5.33,,,,,,"3,631.71",,,,,,,,,,,
Georgia,,"9,908","285,466",,4.28,,,,,,"12,227.84",,,,,,,,,,,
Maryland,,"11,578","69,531",,4.41,,,,,,"3,064.77",,,,,,,,,,,
North Carolina,,"12,141","216,395",,4.72,,,,,,"10,208.14",,,,,,,,,,,
South Carolina,,"5,353","490,810",,3.86,,,,,,"18,955.20",,,,,,,,,,,
Virginia,,"5,362","302,580",,4.17,,,,,,"12,603.86",,,,,,,,,,,
West Virginia,,"11,326","80,773",,3.74,,,,,,"3,019.56",,,,,,,,,,,
East South Central,,"18,584","525,127",,3.71,,,,,,"19,498.91",,,,,,,,,,,
Alabama,,"6,052","438,210",,3.80,,,,,,"16,645.37",,,,,,,,,,,
Kentucky,,"6,252","515,520",,3.04,,,,,,"15,678.54",,,,,,,,,,,
Mississippi,,"4,426","287,475",,4.40,,,,,,"12,649.04",,,,,,,,,,,
Tennessee,,"1,854","1,408,582",,4.12,,,,,,"58,049.17",,,,,,,,,,,
West South Central,,"115,683","111,241",,5.18,,,,,,"5,759.94",,,,,,,,,,,
Arkansas,,"25,220","55,294",,4.43,,,,,,"2,448.83",,,,,,,,,,,
Louisiana,,"15,220","156,388",,5.58,,,,,,"8,733.47",,,,,,,,,,,
Oklahoma,,"10,011","111,179",,4.29,,,,,,"4,768.29",,,,,,,,,,,
Texas,,"65,232","122,347",,5.31,,,,,,"6,498.48",,,,,,,,,,,
Mountain,,"39,955","134,596",,4.84,,,,,,"6,515.24",,,,,,,,,,,
Arizona,,"6,145","154,282",,5.24,,,,,,"8,090.25",,,,,,,,,,,
Colorado,,"7,890","115,319",,4.48,,,,,,"5,160.71",,,,,,,,,,,
Idaho,,"6,438","94,561",,3.71,,,,,,"3,506.99",,,,,,,,,,,
Montana,,"3,926","70,267",,6.54,,,,,,"4,595.09",,,,,,,,,,,
Nevada,,"1,909","490,612",,6.56,,,,,,"32,200.54",,,,,,,,,,,
New Mexico,,"1,429","307,434",,5.45,,,,,,"16,757.64",,,,,,,,,,,
Utah,,"8,645","71,442",,3.53,,,,,,"2,522.51",,,,,,,,,,,
Wyoming,,"3,573","179,592",,3.43,,,,,,"6,168.70",,,,,,,,,,,
Pacific Contiguous,,"120,981","55,151",,7.53,,,,,,"4,153.36",,,,,,,,,,,
California,,"89,344","43,346",,9.81,,,,,,"4,252.75",,,,,,,,,,,
Oregon,,"12,328","88,446",,,,,4.21,,,"3,725.35",,,,,,,,,,,
Washington,,"19,309","88,516",,,,,4.48,,,"3,966.73",,,,,,,,,,,
Pacific Noncontiguous,,"1,562","259,780",,,,,10.78,,,"27,993.76",,,,,,,,,,,
Alaska,,908,"99,066",,,,,7.61,,,"7,542.13",,,,,,,,,,,
Hawaii,,654,"482,912",,,,,11.68,,,"56,388.38",,,,,,,,,,,
U.S. Total,,"574,361","139,898",,,,,5.04,,,"7,047.47",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"Notes: Data are final.  Commercial or industrial billings are generally determined by the level of demand and consumption of electricity rather than by consumer economic activity.  Average monthly consumption in kilowatthours is calculated by dividing the megawatthours by 12(months), dividing the results by the number of consumers, and multiplying by 1000 (to convert to kilowatthours).  The average revenue is calculated by dividing the revenue by the megawatthours, then multiplying by 100 (to convert to cents).  The average monthly bill is calculated by dividing the revenue by 12(months), dividing the result by the number of consumers, and multiplying by 1000 (to convert to dollars and cents).
Source: Energy Information Administration, Form EIA-861, ""Annual Electric Power Industry Report"", and calculated from the data shown in Tables 14, 15, 16, and Tables C1 through C5.",,,,,,,,,,,,,,,,,,,,,,
"Table 1a. Number of Customers (Bundled and Unbundled) by Sector, Census Division, and State, 2001
Census Division                 Residential           Commercial             Industrial                  Other                 All Sectors State",,,,,,,,,,,,,,,,,,,,,,
New England,,"5,822,935",,"714,049",,,,"24,104",,,"38,573",,,"6,599,661",,,,,,,,
Connecticut,,"1,395,720",,"134,542",,,,"5,882",,,"5,050",,,"1,541,194",,,,,,,,
Maine,,"657,079",,"74,250",,,,937,,,"16,257",,,"748,523",,,,,,,,
Massachusetts,,"2,520,474",,"328,099",,,,"11,162",,,"11,667",,,"2,871,402",,,,,,,,
New Hampshire,,"546,402",,"86,516",,,,"3,291",,,"3,347",,,"639,556",,,,,,,,
Rhode Island,,"417,355",,"48,207",,,,"2,420",,,712,,,"468,694",,,,,,,,
Vermont,,"285,905",,"42,435",,,,412,,,"1,540",,,"330,292",,,,,,,,
Middle Atlantic,,"15,045,495",,"2,127,033",,,,"56,627",,,"47,086",,,"17,276,241",,,,,,,,
New Jersey,,"3,204,881",,"418,567",,,,"13,170",,,"10,607",,,"3,647,225",,,,,,,,
New York,,"6,742,859",,"905,192",,,,"9,983",,,"29,515",,,"7,687,549",,,,,,,,
Pennsylvania,,"5,097,755",,"803,274",,,,"33,474",,,"6,964",,,"5,941,467",,,,,,,,
East North Central,,"18,705,754",,"2,110,172",,,,"71,543",,,"87,237",,,"20,974,706",,,,,,,,
Illinois,,"4,801,256",,"501,175",,,,"5,132",,,"31,192",,,"5,338,755",,,,,,,,
Indiana,,"2,574,672",,"296,676",,,,"17,951",,,"12,166",,,"2,901,465",,,,,,,,
Michigan,,"4,147,897",,"466,654",,,,"13,653",,,"9,001",,,"4,637,205",,,,,,,,
Ohio,,"4,817,008",,"561,554",,,,"29,387",,,"20,974",,,"5,428,923",,,,,,,,
Wisconsin,,"2,364,921",,"284,113",,,,"5,420",,,"13,904",,,"2,668,358",,,,,,,,
West North Central,,"8,287,837",,"1,139,609",,,,"46,108",,,"124,829",,,"9,598,383",,,,,,,,
Iowa,,"1,249,933",,"173,308",,,,"4,008",,,"18,325",,,"1,445,574",,,,,,,,
Kansas,,"1,144,180",,"190,752",,,,"14,497",,,"15,610",,,"1,365,039",,,,,,,,
Minnesota,,"2,078,775",,"231,313",,,,"5,138",,,"15,781",,,"2,331,007",,,,,,,,
Missouri,,"2,463,550",,"322,570",,,,"9,382",,,"16,056",,,"2,811,558",,,,,,,,
Nebraska,,"732,255",,"122,346",,,,"10,037",,,"44,708",,,"909,346",,,,,,,,
North Dakota,,"291,483",,"47,468",,,,"1,457",,,"6,160",,,"346,568",,,,,,,,
South Dakota,,"327,661",,"51,852",,,,"1,589",,,"8,189",,,"389,291",,,,,,,,
South Atlantic,,"22,473,797",,"2,842,220",,,,"79,214",,,"191,626",,,"25,586,857",,,,,,,,
Delaware,,"342,747",,"40,267",,,,551,,,783,,,"384,348",,,,,,,,
District of Columbia,,"194,925",,"27,307",,,,1,,,34,,,"222,267",,,,,,,,
Florida,,"7,343,128",,"908,971",,,,"22,994",,,"74,466",,,"8,349,559",,,,,,,,
Georgia,,"3,490,148",,"427,323",,,,"9,908",,,"30,770",,,"3,958,149",,,,,,,,
Maryland,,"2,016,667",,"220,320",,,,"11,578",,,"1,792",,,"2,250,357",,,,,,,,
North Carolina,,"3,652,769",,"528,310",,,,"12,141",,,"19,060",,,"4,212,280",,,,,,,,
South Carolina,,"1,791,811",,"255,700",,,,"5,353",,,"17,770",,,"2,070,634",,,,,,,,
Virginia,,"2,816,818",,"313,888",,,,"5,362",,,"44,816",,,"3,180,884",,,,,,,,
West Virginia,,"824,784",,"120,134",,,,"11,326",,,"2,135",,,"958,379",,,,,,,,
East South Central,,"7,356,975",,"1,135,507",,,,"18,584",,,"59,961",,,"8,571,027",,,,,,,,
Alabama,,"1,946,833",,"318,692",,,,"6,052",,,"13,829",,,"2,285,406",,,,,,,,
Kentucky,,"1,791,468",,"240,678",,,,"6,252",,,"22,434",,,"2,060,832",,,,,,,,
Mississippi,,"1,185,264",,"188,617",,,,"4,426",,,"10,038",,,"1,388,345",,,,,,,,
Tennessee,,"2,433,410",,"387,520",,,,"1,854",,,"13,660",,,"2,836,444",,,,,,,,
West South Central,,"12,883,403",,"1,722,873",,,,"115,683",,,"176,352",,,"14,898,311",,,,,,,,
Arkansas,,"1,189,161",,"148,144",,,,"25,220",,,"14,419",,,"1,376,944",,,,,,,,
Louisiana,,"1,824,750",,"222,671",,,,"15,220",,,"22,445",,,"2,085,086",,,,,,,,
Oklahoma,,"1,524,652",,"207,143",,,,"10,011",,,"15,453",,,"1,757,259",,,,,,,,
Texas,,"8,344,840",,"1,144,915",,,,"65,232",,,"124,035",,,"9,679,022",,,,,,,,
Mountain,,"7,368,280",,"1,001,310",,,,"39,955",,,"172,887",,,"8,582,432",,,,,,,,
Arizona,,"2,032,358",,"218,170",,,,"6,145",,,"30,980",,,"2,287,653",,,,,,,,
Colorado,,"1,824,528",,"246,447",,,,"7,890",,,"97,850",,,"2,176,715",,,,,,,,
Idaho,,"543,244",,"95,318",,,,"6,438",,,"3,205",,,"648,205",,,,,,,,
Montana,,"410,997",,"77,615",,,,"3,926",,,"16,755",,,"509,293",,,,,,,,
Nevada,,"828,100",,"115,820",,,,"1,909",,,"1,755",,,"947,584",,,,,,,,
New Mexico,,"732,626",,"110,147",,,,"1,429",,,"14,738",,,"858,940",,,,,,,,
Utah,,"771,928",,"87,659",,,,"8,645",,,"4,629",,,"872,861",,,,,,,,
Wyoming,,"224,499",,"50,134",,,,"3,573",,,"2,975",,,"281,181",,,,,,,,
Pacific Contiguous,,"15,763,570",,"2,054,036",,,,"120,981",,,"99,979",,,"18,038,566",,,,,,,,
California,,"11,841,144",,"1,559,258",,,,"89,344",,,"64,917",,,"13,554,663",,,,,,,,
Oregon,,"1,454,426",,"210,665",,,,"12,328",,,"11,137",,,"1,688,556",,,,,,,,
Washington,,"2,468,000",,"284,113",,,,"19,309",,,"23,925",,,"2,795,347",,,,,,,,
Pacific Noncontiguous,,"609,661",,"93,086",,,,"1,562",,,"9,682",,,"713,991",,,,,,,,
Alaska,,"234,646",,"38,282",,,,908,,,"5,305",,,"279,141",,,,,,,,
Hawaii,,"375,015",,"54,804",,,,654,,,"4,377",,,"434,850",,,,,,,,
U.S. Total,,"114,317,707",,"14,939,895",,,,"574,361",,,"1,008,212",,,"130,840,175",,,,,,,,
,"- Includes sales for public street and highway lighting, other sales to public authorities, sales to railroads and railways, and interdepartmental sales.  Notes: Data include both bundled and unbundled consumers.  Data for unbundled consumers are from Tables C1 through C5.
Source: Energy Information Administration, Form EIA-861, ""Annual Electric Power Industry Report"", and calculated from the data shown in Tables 14, 15, 16, 17 and Tables C1 through C5.",,,,,,,,,,,,,,,,,,,,,
"Table 1b. Sales to Bundled and Unbundled Consumers by Sector, Census Division, and State, 2001
(Million Kilowatthours)",,,,,,,,,,,,,,,,,,,,,,
Census Division                 Residential           Commercial             Industrial                  Other                 All Sectors State,,,,,,,,,,,,,,,,,,,,,,
New England,,"43,161",,"51,496",,,,"22,622",,,"1,529",,,"118,809",,,,,,,,
Connecticut,,"11,965",,"12,442",,,,"5,572",,,552,,,"30,531",,,,,,,,
Maine,,"4,737",,"4,477",,,,"2,603",,,19,,,"11,836",,,,,,,,
Massachusetts,,"17,963",,"24,980",,,,"9,032",,,688,,,"52,663",,,,,,,,
